MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367724340,2020-01-01T00:00:22,18.46113,-66.09349,0,324.8,511,DOCTOR D,IMO8941597,WDI6998,31,12,21,7,,,A
339673000,2020-01-01T00:00:11,26.09829,-80.16628,0,235.8,216,MAN OF STEEL,,6YTK9,40,5,37,7,2.2,40,A
367737750,2020-01-01T00:00:12,47.80957,-122.39054,0.1,283.2,511,LEGACY,,WDI8354,37,,,,,,B
338169433,2020-01-01T00:00:11,26.04262,-79.93929,10.9,284.7,511,T/T VIVERE,,,53,,7,,,,B
367718350,2020-01-01T00:00:11,24.8911,-82.26113,2.3,334.6,511,APALACHEE WARRIOR,IMO7938476,WDI6403,30,,20,6,,,B
366733250,2020-01-01T00:00:01,40.10245,-74.04195,0,360,511,ATLANTIC SURVEYOR,,WTR5417,70,0,31,7,,,A
319009600,2020-01-01T00:00:23,18.46489,-64.57444,0.2,359.7,59,AVALON,IMO9470636,ZCYH7,37,1,45,9,2.9,37,A
367555330,2020-01-01T00:00:00,38.58805,-90.2052,4.3,51,511,LOUISIANA STAR,,WDG6282,31,0,19,,,,A
367550000,2020-01-01T00:00:01,28.41276,-80.62028,0,355.7,511,GO NAVIGATOR,IMO9566887,WDK3552,90,5,45,11,3,90,A
366938770,2020-01-01T00:00:16,46.26132,-84.10617,7.4,315.1,315,H LEE WHITE,IMO7366362,WZD2465,70,0,214,23,9.1,,A
366872170,2020-01-01T00:01:03,30.3917,-81.49547,1.9,93.5,315,MCCORMACK BOYS,,WDB2090,31,0,22,7,,,A
367515280,2020-01-01T00:00:07,29.86124,-93.99199,0,102.3,96,LADY OF GUADALUPE,,WDG2401,31,12,22,9,,,A
338127175,2020-01-01T00:00:00,47.64416,-122.31557,0,360,511,KROWS NEST,,,37,,13,,,,B
367075220,2020-01-01T00:00:02,28.90483,-95.36867,0,223.4,511,CAPT AJ,,WDC7689,31,12,17,6,,,A
367606860,2020-01-01T00:00:11,29.82967,-93.96,0.1,88.7,511,HAYLEY MORAN,IMO9717321,WDH3383,31,0,28,12,3.2,,A
316001698,2020-01-01T00:00:08,42.87967,-79.24825,0,193,511,ALGOMA TRANSPORT,IMO7711737,VCLX,70,0,222,23,9.2,,A
367434940,2020-01-01T00:00:14,48.60994,-123.15419,0,227.1,511,COMPANION SHIP,,WDF3026,37,0,17,5,,,A
367327650,2020-01-01T00:00:08,29.4553,-94.84688,4.2,151.9,511,BROWN WATER XII,IMO8992560,WDE2639,31,0,20,7,,,A
367170330,2020-01-01T00:01:09,29.93673,-90.33425,0,0,511,ERVIN S COOPER,,WCZ9222,31,0,28,7,,52,A
367622520,2020-01-01T00:00:09,29.75824,-95.09794,0,320.6,24,MAGNOLIA,,WDH4902,31,8,21,,,,A
316041547,2020-01-01T00:00:02,49.2031,-123.14355,0,156.3,511,PAIR O DOCS,IMO0000000,,36,,7,4,,,B
367056452,2020-01-01T00:00:09,48.5215,-122.61064,0,287.2,358,NORDIC STAR,IMO7719636,WDC6442,30,0,32,8,4,,A
366961260,2020-01-01T00:00:05,29.89398,-92.46294,4.7,99.3,100,HARRY BRINDELL,,WDH5467,31,15,18,8,,,A
366996310,2020-01-01T00:00:05,33.00785,-79.89875,0,215.1,511,DIXIE RENEGADE,,WDC2677,31,0,18,7,,57,A
367430750,2020-01-01T00:00:07,32.01221,-80.80667,3.6,160.6,511,MR CONNOR,IMO8987553,WDF2688,31,0,22,7,2.1,,A
367599740,2020-01-01T00:00:15,30.056,-90.84289,0.1,243.2,511,PAIGE L STRAIT,,WDH2646,31,0,46,12,,31,A
367009020,2020-01-01T00:00:07,40.64167,-74.193,0.1,58,42,CONTI,IMO9285299,WDD3645,90,0,64,16,4.9,90,A
311058700,2020-01-01T00:00:06,18.25688,-64.3432,11.7,108.9,107,DISNEY FANTASY,IMO9445590,C6ZL6,60,0,339,40,8.3,,A
367722850,2020-01-01T00:00:04,48.10795,-122.77729,0,360,511,VAMOOSE,,WDI6847,37,,,,,,B
366921420,2020-01-01T00:00:11,30.28834,-91.22018,0,190.4,511,HUGH S MONSTED,IMO8992132,WDB6286,31,12,25,9,,,A
256838000,2020-01-01T00:00:20,29.2578,-94.49748,0,229,159,LILLO SWAN,IMO9390329,9HDO9,80,1,99,15,6,80,A
367718440,2020-01-01T00:00:23,40.5932,-80.65412,0.8,178.6,511,ALIQUIPPA,,WDI6411,31,0,31,8,,,A
369228000,2020-01-01T00:00:31,47.6667,-122.3915,0,299.3,511,OCEAN TITAN,IMO8835231,WDJ3639,90,5,68,13,4.6,38,A
366898790,2020-01-01T00:00:16,30.69189,-81.45541,0,360,511,EAST RIVER,,WDB4477,60,15,11,4,,,A
368011510,2020-01-01T00:00:08,26.11237,-80.10807,0,297.3,511,PROBABILITY,IMO0000000,,37,,24,7,,,B
311000410,2020-01-01T00:00:42,32.7161,-117.17488,0,351.4,89,WORLD ODYSSEY,IMO9141807,C6BZ6,60,5,175,23,5.8,,A
367406410,2020-01-01T00:00:33,29.19899,-89.63691,2.7,308.9,511,KIMMY,,WDE8515,30,,22,6,,,B
366917460,2020-01-01T00:00:35,26.7169,-80.0477,0,232.3,511,ATLANTIS,,WDB6080,37,,20,5,,,B
338173126,2020-01-01T00:01:04,47.63147,-122.34019,0,81.4,511,CHING SHIH,,,37,,12,,,,B
366943940,2020-01-01T00:01:03,33.50737,-118.43914,24.3,224.2,511,SUPER EXPRESS,,WAB6372,60,0,26,6,,,A
367649360,2020-01-01T00:01:03,29.76382,-91.76883,3.8,100.3,92,SAMMY CENAC,,WDH7565,31,0,21,,,,A
368099010,2020-01-01T00:01:09,29.96783,-93.85988,0,235,511,CAPTAIN RAPHAEL,IMO8685520,WDK8950,31,0,26,9,3,31,A
368549000,2020-01-01T00:00:13,30.39954,-81.43282,0,270.5,218,SIGNET LIGHTNING,IMO8969305,WDH4885,31,11,37,12,5.5,,A
367339380,2020-01-01T00:00:17,26.04275,-79.94025,12,286.2,511,VIVERE,,WDE3461,37,,30,7,,,B
367570970,2020-01-01T00:00:24,28.93227,-89.40748,0,7.2,511,MISSISSIPPI DELTA,,WDG7800,60,0,15,,,,A
367420450,2020-01-01T00:00:25,36.05198,-89.67831,0.1,50.1,511,JENNIE K,,WDE9719,31,0,42,12,,,A
367093980,2020-01-01T00:00:25,56.81088,-132.9644,0,0,511,LOGAN T,,WAG8794,30,,17,5,,,B
338004751,2020-01-01T00:00:42,32.75303,-79.89923,0,193.3,511,PALMETTO,,WDE7726,90,,30,,,,B
339312000,2020-01-01T00:01:06,18.33551,-64.9203,0,24.6,230,TOUCH,IMO9091521,6YRQ7,37,5,36,7,2.4,,A
212151000,2020-01-01T00:01:08,34.75131,-121.1527,17,325.6,325,CMA CGM THALASSA,IMO9356294,5BNE2,70,0,347,45,15.5,79,A
367515860,2020-01-01T00:00:10,29.25916,-89.34896,0,125.3,511,MAMA ROSIE,,WDG2459,31,15,17,5,,31,A
366637150,2020-01-01T00:00:00,47.5564,-122.34168,0,19.5,280,HARRY M,,WYR2936,31,0,28,9,,32,A
477276600,2020-01-01T00:00:02,34.28483,-127.42262,16,104,103,OOCL CANADA,IMO9477880,VRIB2,70,0,334,42,14.7,70,A
367702260,2020-01-01T00:00:04,37.04136,-89.18225,0.1,258.5,4,MARY SCHEEL,,WDI4812,31,0,38,13,,31,A
353719000,2020-01-01T00:01:08,32.77367,-136.92467,18.4,266,265,MSC MATILDE,IMO9181663,HODP,70,0,294,32,13.5,,A
368042000,2020-01-01T00:01:04,29.14015,-90.20559,0,0,159,ODYSSEA SPIRIT,IMO9204570,WDF8304,90,0,70,14,4,,A
368926056,2020-01-01T00:01:07,32.67768,-117.12743,0,227,235,USS OMAHA,,NOMA,90,0,,,,,A
367554950,2020-01-01T00:00:12,40.64735,-89.61088,0,251.9,511,RIVER EAGLE,,WDG6246,31,12,19,,,,A
366845000,2020-01-01T00:01:09,53.90977,-166.51272,0,47.8,511,RAMBLIN ROSE,IMO8856259,WDI4995,30,0,28,7,,,A
367639990,2020-01-01T00:01:15,29.276,-89.94942,0,247.3,511,ELDA A,,WDH6629,31,11,20,,,,A
210959000,2020-01-01T00:00:06,28.84297,-86.33234,13.2,203.5,203,GUADALUPE,IMO9330941,C4FR2,70,0,99,16,5.9,,A
367417340,2020-01-01T00:01:14,55.40428,-131.74145,0,360,511,SALTERY PROVIDER,,WDE9447,70,0,15,4,,,A
367180790,2020-01-01T00:00:00,41.48828,-70.6173,3.8,110,511,THUBAN,,WCZ4986,31,0,16,9,,,A
367587440,2020-01-01T00:01:16,40.64426,-74.11335,0,225.5,511,PELHAM,IMO5108182,WDG9405,31,0,25,8,2.5,52,A
367396770,2020-01-01T00:01:05,33.9854,-91.36572,0,240.6,511,FRANCES ANN,,WDE7720,31,0,21,7,,31,A
367007110,2020-01-01T00:01:06,29.91241,-90.0889,2.2,243.6,238,CECILIA B SLATTEN,IMO8964757,WDC3386,31,0,29,11,4,,A
368272000,2020-01-01T00:01:11,47.62827,-122.37941,0,0.8,181,AMERICAN DYNASTY,IMO7390428,KZAG,30,0,83,16,7.2,8,A
367760290,2020-01-01T00:01:11,33.74759,-118.21567,0,41.5,283,FIREBOAT 15,,WDJ2641,90,0,,,,,A
366829480,2020-01-01T00:00:07,29.95792,-90.15508,0.6,236,511,BIG SAM,,WDF2961,31,0,21,7,,,A
367341190,2020-01-01T00:00:05,40.61545,-74.05481,0.2,300.9,323,WYE RIVER,IMO9512379,WDE3583,31,0,29,10,,31,A
366994190,2020-01-01T00:00:03,35.10369,-90.08482,0.1,233.2,276,ANGIE GOLDING,,WDC2517,31,12,32,9,,,A
367135430,2020-01-01T00:00:06,30.21887,-93.25798,0,232.2,167,ENERGY HERCULES,IMO9397365,WDD3733,31,0,29,10,3.7,52,A
366963380,2020-01-01T00:00:03,37.90857,-86.68411,0,198.9,511,FRANCIS R KEEGAN,,WDB8733,31,12,38,11,,31,A
304204000,2020-01-01T00:00:07,29.44467,-94.84064,12.1,155.4,156,HC NADJA MARIA,IMO9214173,V2AV4,70,0,129,15,7.4,70,A
338167484,2020-01-01T00:00:14,37.51266,-122.19712,0,0,511,SEQUOIA GUARDIAN,,,90,0,11,,,,A
371923000,2020-01-01T00:00:34,26.81801,-79.35172,8.6,254.2,246,BAHAMAS EXPRESS,IMO9587489,HP5898,70,8,57,11,,,A
367391830,2020-01-01T00:01:01,37.7763,-122.33633,28.6,271.5,271,PISCES,IMO9550759,WDE7319,60,0,34,8,1.9,60,A
636017669,2020-01-01T00:01:08,32.0726,-80.96388,12,100.6,106,AL BAHIA,IMO9349514,D5MD8,79,0,306,40,10.5,79,A
366919210,2020-01-01T00:00:09,37.06673,-89.25386,1.4,342.6,338,JO ANNE STEGBAUER,,WDJ5479,31,0,34,10,,31,A
366863870,2020-01-01T00:00:10,41.10016,-72.36148,0,275,511,MASHOMACK,,WDA9320,60,0,38,13,,,A
368033530,2020-01-01T00:00:10,29.99696,-93.33342,0.1,11.2,511,GODS GRACE,,WDK2225,52,0,15,7,2.5,52,A
368584000,2020-01-01T00:00:09,30.42731,-89.05653,0.1,271.5,87,HARVEY SPIRIT,IMO9388106,WDD4830,90,0,85,18,5,90,A
366963160,2020-01-01T00:00:04,37.8946,-87.30443,4.1,113.8,511,HARRY R JACOBSON,,WDB8713,31,0,43,13,,,A
366733250,2020-01-01T00:01:11,40.10245,-74.04197,0,360,511,ATLANTIC SURVEYOR,,WTR5417,70,0,31,7,,,A
367702230,2020-01-01T00:00:05,35.13504,-90.14251,0.1,240.4,77,KEITH DARLING,,WDI4809,31,12,51,14,,,A
368093970,2020-01-01T00:00:06,30.05846,-93.63039,5.5,89.6,511,DMO READY,,WDK8418,0,0,0,0,0,0,A
303104000,2020-01-01T00:01:15,38.68459,-74.89149,8.9,325.9,322,SEABULK CHALLENGE,IMO7816551,KNJL,80,0,191,32,13.2,,A
366845060,2020-01-01T00:00:06,29.32823,-94.68192,18.1,316.7,511,ASHTON T,,WDIJ,90,0,28,7,,40,A
677099500,2020-01-01T00:00:41,25.79494,-80.24384,0,0,511,FAMILY ISLAND,IMO7637345,5IM795,70,5,60,10,3.5,,A
316013092,2020-01-01T00:00:07,43.26673,-79.78776,0,203.7,18,VACHON,IMO7305904,CZ3678,31,0,30,11,5.6,52,A
338115256,2020-01-01T00:00:46,29.86783,-93.92654,0,220.3,511,BLUEBONNET,,,37,,10,3,,,B
367529420,2020-01-01T00:00:07,47.58434,-122.37039,0.1,89.9,511,ISLAND VENTURE,IMO7730525,WDG3765,31,0,31,10,3.7,0,A
372506000,2020-01-01T00:00:48,29.84768,-93.96962,0,168,155,TAI HONESTY,IMO9304370,3EJF9,70,5,191,32,12.5,70,A
367192710,2020-01-01T00:00:08,29.28539,-89.36027,0,338.6,511,BAR PILOT,,WDD7896,60,15,15,5,,,A
636011290,2020-01-01T00:00:12,29.74631,-95.28492,0,0.1,152,NAVIGATOR NEPTUNE,IMO9177583,ELYD2,80,0,169,24,11.1,80,A
316009090,2020-01-01T00:00:02,46.7785,-92.03817,0.1,203,308,ALGOMA EQUINOX,IMO9613927,XJBH,70,0,222,23,14.7,,A
369578000,2020-01-01T00:00:14,27.11218,-82.46404,0,227.5,89,SHARON LEE,,WDH6134,37,0,29,7,,37,A
366939960,2020-01-01T00:00:21,53.87798,-166.55488,1.5,359.3,511,RAVEN BAY,,WDB7285,30,,14,4,,,B
367418240,2020-01-01T00:00:14,28.85893,-89.5706,3.3,124.3,124,CHERAMIE BOTRUC 40,IMO9447407,WNAO,90,0,70,17,4.6,90,A
368247000,2020-01-01T00:00:40,32.96017,-79.91635,0,355.7,1,INTEGRITY,IMO9369394,WDD7905,31,5,41,12,6.9,31,A
367723710,2020-01-01T00:00:16,30.04816,-81.25569,0.2,335.3,511,CAPTAIN H W,IMO8969642,WDI6933,30,,23,7,,,B
338203787,2020-01-01T00:00:47,25.63435,-80.29178,0,143.6,511,MANGO EXPRESS,,,37,,12,,,,B
366946090,2020-01-01T00:00:01,40.75227,-74.02094,0,0,511,CORNUCOPIA MAJESTY,,WDH5940,60,0,53,19,,60,A
367640860,2020-01-01T00:01:06,39.41433,-76.03645,0.1,21.8,44,AMY E HEBERT,IMO7047667,WDH6709,31,0,29,8,3.2,,A
367688340,2020-01-01T00:00:12,40.44515,-80.0049,5.1,70.7,511,THREE RIVERS QUEEN,,WDI3440,60,15,26,9,,,A
366970770,2020-01-01T00:00:13,30.04943,-90.5631,0.6,184,511,LOUISIANA LADY,,WDB9160,31,12,28,9,,,A
367649170,2020-01-01T00:00:15,29.8916,-89.99716,4.9,27,28,DONALD WOOD,,WDH7537,31,0,22,,,,A
477542400,2020-01-01T00:00:01,37.76973,-122.35415,10.6,322.1,326,ATLANTIC PISCES,IMO9392781,VRFN3,80,0,183,32,12.2,80,A
338125953,2020-01-01T00:00:38,26.7534,-80.04185,0,0,511,PANACEA,,,37,,18,,,,B
367685770,2020-01-01T00:00:55,29.9416,-89.99819,0.1,328.9,511,ASCENSION,,WDI3179,60,,13,4,,,B
367571840,2020-01-01T00:00:00,30.40122,-91.32282,0,194.2,184,VIDALIA DOCK,,WDG7887,31,9,28,9,,31,A
338201715,2020-01-01T00:01:00,25.77334,-80.14162,0,76.3,511,CAFE PETRON,,,37,,16,,,,B
367597650,2020-01-01T00:01:03,40.78689,-73.92073,0.1,241,33,ROCKAWAY,IMO9648063,WDH2443,90,0,88,21,4.6,,A
366845060,2020-01-01T00:01:11,29.33139,-94.68699,18.6,293.7,511,ASHTON T,,WDIJ,90,0,28,7,,40,A
367468270,2020-01-01T00:00:31,30.42743,-89.05379,0,141.4,180,HARVEY BRONCO,IMO9603295,WDH2180,90,5,61,14,4.3,,A
367149490,2020-01-01T00:00:02,39.19748,-74.63441,0,137.9,511,CHARLOTTE_V,IMO8968777,WDJ6919,52,0,28,18,3,52,A
368006870,2020-01-01T00:00:32,48.5094,-122.58109,0,100,100,ONECURE,IMO9837212,WDJ7457,,5,,,,,A
367317080,2020-01-01T00:00:00,29.44187,-92.06232,0,191.1,511,MACY LYN,,WDD9845,90,0,18,9,,39,A
367159690,2020-01-01T00:00:46,21.31677,-157.87714,0,3.7,511,CAPT KEVIN,IMO8855126,WDJ7935,30,,25,7,,,B
366773070,2020-01-01T00:00:06,47.52316,-122.39678,0,335.3,92,WSF CATHLAMET,IMO7808138,WYR7641,60,0,100,23,4.7,,A
367365210,2020-01-01T00:00:07,30.23162,-93.25622,0,236,511,ALFRED P CENAC III,,WDE5335,31,0,19,8,,57,A
367399210,2020-01-01T00:00:08,30.04271,-90.84121,0,214.5,511,FUSA TEST,,WRD6794,36,0,,,,,A
367315810,2020-01-01T00:00:01,53.86829,-166.55457,0,19.9,511,ANDRONICA,IMO8036809,WDD9746,30,7,28,7,,30,A
367509850,2020-01-01T00:01:01,32.81797,-79.9078,8.1,218.8,511,JAMES A MORAN,IMO9618874,WDF9887,31,0,27,12,3.2,,A
367793490,2020-01-01T00:00:11,38.25918,-85.75648,0,119.5,511,MARY M MILLER,,WDJ6013,60,15,27,9,,60,A
316001238,2020-01-01T00:00:05,48.81945,-123.28521,12.7,108.7,112,MAYNE QUEEN,IMO6522567,VGRR,60,0,84,18,2.4,,A
366989940,2020-01-01T00:00:06,38.0121,-90.08029,0,240.9,290,MICHAEL LUHR,,WDC2243,31,0,49,14,,31,A
367125050,2020-01-01T00:00:07,30.70079,-88.03613,0,282.5,164,GILBERT TAYLOR,,WCX2939,31,12,40,10,,,A
368006070,2020-01-01T00:00:08,29.60487,-89.85402,0,360,511,MACK B,,WDJ7371,,0,,,,,A
367316510,2020-01-01T00:00:05,41.63753,-70.90694,0,360,511,ZIBET,IMO8969898,WDD9800,30,2,26,7,,,A
367177370,2020-01-01T00:00:09,40.73562,-73.94266,0.2,252.7,256,SARAH D,IMO7400510,WDI9093,31,15,28,9,4.1,,A
366961250,2020-01-01T00:00:00,30.51844,-91.21344,0.9,302.9,223,GEISMAR,,WDH5468,31,12,21,9,,,A
316005494,2020-01-01T00:00:12,49.20511,-123.05453,0,360,511,NORTH ARM WAVE,,CY6828,,0,19,6,3,,A
367553780,2020-01-01T00:00:04,40.04601,-80.73115,0,360,511,SEWICKLEY,,WDG6126,37,1,22,,,,A
367793240,2020-01-01T00:00:08,41.3236,-89.10925,0,268.2,511,RIVER SPIRIT,,WDJ5987,,0,,,,,A
367413000,2020-01-01T00:00:03,53.9035,-166.52567,0.1,84,511,JAMES DUNLAP,IMO9133965,WCV9860,31,0,30,10,5.2,52,A
366970910,2020-01-01T00:00:10,29.62105,-93.3174,13.5,141,511,LAKE CHARLES PILOT,,WDJ5209,90,15,19,5,,,A
367190510,2020-01-01T00:00:04,58.28893,-134.39755,0,307,511,ARDIE,,WDD7737,31,0,15,5,,,A
367789310,2020-01-01T00:00:10,29.11601,-90.21091,0.8,112.8,327,FANTASY ISLAND,IMO9788344,WDJ5586,90,0,95,20,6.9,,A
311000467,2020-01-01T00:00:07,27.81016,-97.36391,10.2,270.6,271,LUZON SPIRIT,IMO9572276,C6CG7,80,0,242,42,15.3,,A
367369840,2020-01-01T00:00:03,54.12557,-165.79653,0.1,336.6,511,ATLANTICO,IMO7215537,WDE5651,30,7,24,7,,,A
366925000,2020-01-01T00:00:10,30.36109,-89.0929,0,228.4,511,SUSAN W,IMO8968789,WCW4123,31,0,33,10,3.6,,A
367711410,2020-01-01T00:01:03,37.17746,-88.78237,0,360,511,DAVE DAVENPORT,,WDI5719,31,0,17,6,,,A
367166430,2020-01-01T00:00:10,31.2805,-87.95857,4.4,357.6,21,HENRYJ SOUDELIER III,,WDD5963,31,0,25,10,,57,A
316014646,2020-01-01T00:00:01,49.20544,-122.90085,0.6,308.3,14,SEA IMP IX,,,32,0,15,6,3,32,A
316001245,2020-01-01T00:00:01,49.10342,-123.43456,18.9,299.5,299,QUEEN OF ALBERNI,IMO7414080,CZ8100,60,0,139,27,5.5,,A
367587420,2020-01-01T00:00:08,29.70574,-95.0471,0,360,189,DICKIE GONSOULIN,,WDG9404,31,0,27,,,,A
367546320,2020-01-01T00:00:02,34.25019,-119.26562,0.1,353,511,OCEAN DEFENDER,,WDG5405,90,0,17,,,,A
366738610,2020-01-01T00:00:11,29.25933,-89.36407,0,226.6,511,LUCY D,,WCX7391,60,0,39,9,,,A
355068000,2020-01-01T00:00:09,26.09235,-80.11331,4.9,42.1,511,CARIBBEAN EXPRESS I,IMO9233727,HO2570,70,0,57,11,2.2,,A
367129630,2020-01-01T00:00:11,37.18024,-88.21508,0.1,219.8,511,TATE OGLESBY,,WDC2893,31,0,50,11,,32,A
367642530,2020-01-01T00:00:09,33.74216,-118.2746,0,232.3,511,BO BRUSCO,IMO9772917,WDH6880,31,0,23,8,,,A
367114740,2020-01-01T00:00:21,41.21179,-73.0517,0,145.1,307,VICTOR LOOSANOFF,,WDD2393,90,5,14,,,,A
367004030,2020-01-01T00:00:08,29.14382,-89.25084,0,200.3,511,TRENT JOSEPH,,WDE5440,31,0,20,7,,52,A
366987070,2020-01-01T00:00:17,32.7237,-117.17378,0,360,78,HIGH SPIRITS,,WUT2131,60,5,30,6,,,A
367401320,2020-01-01T00:01:07,35.10608,-90.08452,0,258.1,511,LAMAR GOLDING,,WDE8078,31,15,24,9,,57,A
367593140,2020-01-01T00:00:14,26.12808,-80.11619,0,0,511,EXIT STRATEGY,,WDG9978,37,,28,6,,,B
338204052,2020-01-01T00:00:18,32.72622,-117.19352,0,19.8,511,ISOLA BELLA,,,37,,10,,,,B
257358000,2020-01-01T00:00:52,37.95079,-121.32616,0.1,84.7,131,ANDREA VICTORY,IMO9288849,LALR5,80,5,183,32,8.5,80,A
367519290,2020-01-01T00:00:07,36.82347,-76.28853,0,247.6,511,CAPT WOODY,,WDG2789,31,0,16,6,,,A
367033570,2020-01-01T00:01:08,30.00814,-88.41976,2.7,241.7,511,EMILY ARIEL,IMO8958083,WDC4963,30,,24,7,,,B
367702480,2020-01-01T00:00:05,29.96757,-90.26029,5.8,267,262,SAFETY PRIDE,,WDI4832,31,0,21,8,,,A
366946090,2020-01-01T00:01:11,40.75227,-74.02094,0,0,511,CORNUCOPIA MAJESTY,,WDH5940,60,0,53,19,,60,A
374226000,2020-01-01T00:00:07,27.60408,-83.14615,12.8,275.2,279,FIRST SKY,IMO9782247,3EGC5,,0,,,,,A
367793240,2020-01-01T00:01:09,41.3236,-89.10927,0,268.2,511,RIVER SPIRIT,,WDJ5987,,0,,,,,A
311020700,2020-01-01T00:00:11,26.03033,-78.12402,19,282.5,285,ALLURE OF THE SEAS,IMO9383948,C6XS8,60,0,359,60,9.3,,A
316003659,2020-01-01T00:00:07,48.92894,-123.70428,0,307.4,156,SEASPAN CAVALIER,IMO7434808,CZ5656,31,0,25,7,2.6,,A
367712140,2020-01-01T00:00:08,34.74729,-92.23169,0,153,243,DREDGE CORA J,,WDI5789,,15,61,,,,A
367671440,2020-01-01T00:00:08,25.77155,-80.18348,2.2,95.9,511,M/Y FREEDOM,IMO0000000,WDH9771,37,,28,6,,,B
367512870,2020-01-01T00:00:06,30.49123,-86.13964,0,222.5,138,CAPT TRACY L CHERAMI,,WDG2169,31,12,26,,,,A
367003430,2020-01-01T00:00:07,28.88487,-95.4211,0,218.7,511,JACK GUIDRY,,WDF2422,31,12,21,8,,57,A
367005270,2020-01-01T00:00:06,29.57178,-90.59411,0,216.8,511,C J BOYNE,IMO8975859,WDC3285,31,0,21,9,,,A
367623310,2020-01-01T00:00:03,42.35424,-71.04716,0,103.1,511,MUSIC CITY QUEEN,,WDH4982,60,0,25,8,,60,A
367027360,2020-01-01T00:00:06,41.58729,-124.1574,3.3,209.4,511,MISS HEIDI,IMO0000000,WAM9027,30,,17,8,,,B
367001000,2020-01-01T00:00:05,32.70467,-117.16218,0,181.4,511,SNOWBORED,,WDC2044,37,15,27,6,,,A
367008680,2020-01-01T00:00:16,29.55768,-90.35327,4.6,140.5,511,GRACIE CLAIRE,,WDC3485,31,12,13,6,,,A
368079960,2020-01-01T00:00:21,42.36874,-71.04678,9.1,172.4,511,ENCORE II,IMO0000000,,60,,12,4,,,B
367744110,2020-01-01T00:00:13,29.99141,-90.42611,0,223,511,CLAIRE ELLEN,,WDI8983,31,0,17,7,,,A
338181584,2020-01-01T00:00:19,41.58881,-71.28478,0.1,90.9,511,JENNICA ANN,IMO0000000,VY4872,37,,20,6,,,B
316040972,2020-01-01T00:00:25,18.09373,-65.44121,0.1,335.8,335,SEGUE III,IMO0000000,,36,,14,4,,,B
367654040,2020-01-01T00:00:18,26.11112,-80.10736,0,360,511,SEASIDE BLONDE,,WDH8037,37,,15,,,,B
368086360,2020-01-01T00:00:36,25.73607,-80.22022,0,115.6,511,BALI HAI,IMO0000000,WDK7643,37,,20,6,,,B
366799770,2020-01-01T00:00:04,41.64865,-87.46882,0.1,18.4,511,CHARLES E MARTIN,IMO8635526,WDA3566,31,12,28,9,,57,A
367402930,2020-01-01T00:00:03,37.90048,-87.60474,2.4,291.5,301,JEAN AKIN,,WDE8216,31,15,28,7,,31,A
538004981,2020-01-01T00:00:08,25.98007,-79.51506,19.2,211.7,207,GOLAR SNOW,IMO9635315,V7AF2,80,0,280,43,12.2,,A
367301480,2020-01-01T00:00:08,37.8025,-122.39828,0.1,236.7,236,VALOR,IMO9409924,WDD8691,31,0,30,12,,52,A
368092080,2020-01-01T00:00:44,25.69276,-80.17682,0,360,511,NIGHT STAR,IMO0000000,WDK8225,37,,23,6,,,B
338349131,2020-01-01T00:00:51,32.72602,-117.19354,0,360,511,HAZEL LILLIE,IMO0000000,HAZEL,36,,342,3,,,B
367513220,2020-01-01T00:00:27,45.64352,-122.75284,0,302.1,511,VANCOUVER,IMO9060106,WDG2203,31,5,22,8,3.2,52,A
367035820,2020-01-01T00:00:56,47.63045,-122.3309,0,285,140,THEA FOSS,,WA9606,37,5,33,6,,,A
338230503,2020-01-01T00:00:57,18.07928,-65.79637,0,118.7,511,DAGNY T,IMO0000000,,36,,12,6,,,B
316039686,2020-01-01T00:00:59,48.42245,-123.36972,0,310.7,511,SALISH SEA ECLIPSE,IMO0000000,,67,,23,8,,,B
366884150,2020-01-01T00:00:12,29.32018,-94.78699,0,209.6,511,MARTIN EXPRESS,IMO8644448,WDB3169,31,0,16,6,,31,A
367610510,2020-01-01T00:00:15,29.97313,-90.39946,0,248.5,344,RIVER ADDYSON,,WDH3750,31,0,56,13,,,A
368116140,2020-01-01T00:00:02,40.75151,-73.96331,15.1,216.8,217,,,,,0,,,,,A
368039230,2020-01-01T00:00:02,35.08342,-90.14216,0,244.8,6,,,,,0,,,,,A
368059390,2020-01-01T00:00:04,38.31236,-85.66182,5.6,31.4,511,,,,,12,,,,,A
368099320,2020-01-01T00:00:00,28.89135,-95.4107,0,3,511,,,,,12,,,,,A
368113360,2020-01-01T00:00:00,41.6436,-87.47141,0,291.1,511,,,,,5,,,,,A
368024740,2020-01-01T00:00:03,33.72909,-118.18749,16.7,85,81,,,,,15,,,,,A
232007052,2020-01-01T00:00:02,33.08242,-119.89191,0.4,136.9,324,,,,,3,,,,,A
368115150,2020-01-01T00:00:03,31.49376,-91.51255,0,283.6,192,,,,,0,,,,,A
303407000,2020-01-01T00:00:02,54.86595,-163.40874,0.1,294.6,511,,,,,0,,,,,A
338352228,2020-01-01T00:00:04,33.6073,-117.88598,0,5.6,511,BLONDIE,IMO0000000,N/A,37,,0,0,,,B
368021640,2020-01-01T00:00:04,60.88976,-146.92921,9.9,216.7,211,,,,,0,,,,,A
312025000,2020-01-01T00:00:05,32.72377,-117.22367,0,215.9,171,,,,,0,,,,,A
563002100,2020-01-01T00:00:05,37.83927,-122.42292,15.2,286.2,285,,,,,0,,,,,A
