MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367446860,2020-01-01T00:00:05,29.31453,-94.79276,0,231.9,511,KRISTY L,,WDF4012,31,0,17,6,,31,A
367557930,2020-01-01T00:00:00,41.69783,-83.45191,0,255.1,2,KURT R LUEDTKE,,WDG6523,31,0,21,6,,,A
367769180,2020-01-01T00:00:01,36.87685,-76.34481,2.9,87.2,86,CLAYTON W MORAN,IMO9812561,WDJ3566,31,0,,,,,A
367108460,2020-01-01T00:00:02,37.85806,-122.4808,0,4.3,511,DEFIANCE,,WDJ4899,37,15,25,5,,,A
367589320,2020-01-01T00:00:07,29.31165,-94.80504,0,211.4,511,BRAZOS,IMO9695303,WDG9589,90,0,44,30,,,A
636017165,2020-01-01T00:00:04,38.86638,-76.40881,11.9,187.6,187,CHEM SIRIUS,IMO9558397,D5JP4,80,8,146,24,9.5,89,A
366988210,2020-01-01T00:00:07,40.64721,-89.61101,0,133.9,511,NANCY S,,WDC2118,31,15,15,5,,,A
316023608,2020-01-01T00:00:02,49.15456,-122.96179,0,303.6,511,KOOTENAY,,,31,15,19,9,4.1,,A
366725230,2020-01-01T00:00:05,40.65379,-74.08623,0.2,275.2,162,FRANKLIN REINAUER,IMO8987462,WCW8832,31,0,30,8,3.3,36,A
366854410,2020-01-01T00:00:05,28.96754,-95.28524,0,194.3,511,HMS VALOR,IMO9271171,WDH3445,90,0,56,14,3.3,71,A
368061720,2020-01-01T00:00:14,30.03445,-90.62065,6.5,288.8,290,,,,,0,,,,,A
367005130,2020-01-01T00:00:04,39.39245,-76.06898,0,276.1,511,GULF DAWN,IMO6709725,WCY2448,31,0,29,8,3.3,,A
367713780,2020-01-01T00:00:14,29.72037,-93.86542,0.1,180.9,511,PORT ARTHUR,,WDI5961,,15,,,,,A
367685570,2020-01-01T00:00:06,38.42714,-82.59667,0,360,511,POCAHONTAS,,WDI3160,31,0,16,,,,A
367515330,2020-01-01T00:00:14,30.04577,-90.54833,1.7,65.4,511,ST ELMO,,WDG2405,31,15,17,7,,,A
368090720,2020-01-01T00:00:07,30.7257,-88.04586,0,183.9,511,ADMIRAL,,WDK8086,31,0,21,8,-2.8,31,A
235060304,2020-01-01T00:00:05,37.46788,-127.5846,12.6,155,151,ENERGY CENTURION,IMO9387970,2AJU4,80,0,228,32,14.4,89,A
367304020,2020-01-01T00:00:04,40.64045,-74.12938,0,239.8,151,MARIE J TURECAMO,IMO7337880,WDD8881,31,0,29,8,3.8,52,A
366783820,2020-01-01T00:00:09,24.88962,-82.20017,2.7,193.6,511,MISS KATHI,,WCZ8756,30,15,20,,,,A
366961220,2020-01-01T00:00:10,30.19858,-91.32223,0,343.3,187,CHARLIE-C,IMO7237468,WDH5463,31,0,24,7,,,A
636016420,2020-01-01T00:00:03,32.35403,-123.65783,12.9,250.6,255,WISTERIA ACE,IMO9355197,D5GC6,70,0,200,32,9.7,70,A
367371810,2020-01-01T00:00:06,41.1671,-73.17004,0,107.1,107,MAGOTHY,IMO9544205,WDE5803,31,15,30,10,3.9,31,A
366916420,2020-01-01T00:00:07,29.56481,-90.38841,0,275,511,SIDNEY V,,WDB6019,31,0,23,8,,,A
366990450,2020-01-01T00:00:04,47.27171,-122.82091,4.3,220,511,CHARLIE WELLS,,WAH4742,60,0,19,10,,,A
636092486,2020-01-01T00:00:05,46.17345,-125.3425,8.1,277.3,278,JULIAN,IMO9273210,D5DR9,70,0,225,32,14,,A
367003520,2020-01-01T00:00:06,29.39891,-94.75458,0.1,107.5,511,NATHAN P,IMO8968234,WDF2427,31,12,26,9,,57,A
367373630,2020-01-01T00:00:07,31.14421,-81.49724,0,0,511,MEAGAN ANN,IMO8976281,WDE5943,31,0,24,8,,31,A
367167020,2020-01-01T00:00:00,30.09532,-90.90883,0,169.9,511,EUGENIE,IMO9091260,WDF2441,31,12,29,9,,,A
367715930,2020-01-01T00:00:10,29.74835,-95.10408,0.5,100.7,102,NEPTUNE,IMO9794173,WDI6163,31,0,24,,,,A
564755000,2020-01-01T00:00:10,26.2614,-78.24711,9.6,28.6,30,HOEGH MASAN,IMO9166704,S6HK,70,0,179,32,8.8,70,A
367633140,2020-01-01T00:00:10,47.64802,-122.33127,0,338,511,LIFE OF RILEY,,WDH5953,37,,30,7,,,B
366996790,2020-01-01T00:00:12,30.02005,-94.02672,0,25.8,296,PEDERNALES,,WDC2721,31,0,20,8,,57,A
366896250,2020-01-01T00:00:07,29.72065,-93.86496,0,331.5,236,SABINE PILOT,,WAK7647,90,12,18,5,,,A
368092840,2020-01-01T00:00:14,29.92969,-90.19089,6.1,229.8,234,,,,,0,,,,,A
367448420,2020-01-01T00:00:05,29.94477,-90.38691,0,193.9,511,LOCKMASTER,,WDF4136,31,0,17,6,,31,A
367481670,2020-01-01T00:00:09,38.26281,-90.3726,0,360,511,ALLISON RACHEL,IMO8976554,WDF7157,31,0,21,9,,,A
366838630,2020-01-01T00:00:00,30.17248,-85.75225,0,223,56,STARFLEET PATRIOT,IMO8734657,WDA7014,60,0,42,8,,69,A
367522910,2020-01-01T00:00:02,35.14413,-90.06199,10.5,188.2,511,MR SCHEFFEL,,WDG3140,31,5,20,,,,A
367798430,2020-01-01T00:00:00,40.70859,-73.97035,0.2,172.5,88,H207,,WDJ6505,60,0,,,,,A
367158710,2020-01-01T00:00:01,33.85572,-78.55016,9.5,112.3,511,THE BIG M CASINO,,WDD5459,60,15,42,11,,,A
367496740,2020-01-01T00:00:01,33.37182,-79.09287,0.5,243,511,SEGA,IMO7830492,WDF8616,31,0,19,7,,,A
367648290,2020-01-01T00:00:07,29.99507,-90.44032,5.8,283,511,ST CHRISTOPHER,,WDH7453,31,0,23,,,,A
366921830,2020-01-01T00:00:10,29.74192,-95.11012,0,227.2,67,MATTHEW K,IMO8962474,WCZ9961,31,5,30,11,4.5,,A
367548930,2020-01-01T00:00:10,29.54685,-95.02062,0,214.5,511,BOARDWALK FANTASEA,,WDG5661,60,0,30,6,,,A
538006087,2020-01-01T00:00:04,36.19302,-74.56678,12.3,186.9,189,NORDIC AMERICAS,IMO9304306,V7IH2,80,0,146,23,9.3,,A
367728850,2020-01-01T00:00:06,41.09889,-73.08955,8.2,242.3,244,GRACIE M REINAUER,IMO9804605,WDI7449,31,0,35,,,,A
367627770,2020-01-01T00:00:07,31.11364,-91.70688,6.8,104,132,KIMBERLY HIDALGO,,WDH5418,31,12,26,,,,A
311478000,2020-01-01T00:00:10,25.8389,-77.79692,3.4,97.4,83,NAVIGATOR OFTHE SEAS,IMO9227508,C6FU4,60,0,311,39,8.6,,A
258914000,2020-01-01T00:00:10,24.63754,-83.21299,14.6,2.7,4,YARA AESA,IMO9725495,LAXV7,80,0,179,,,,A
366760680,2020-01-01T00:00:07,48.58213,-122.53813,0.2,17,96,NANUQ,IMO9178379,WDF2026,31,0,46,14,5.5,52,A
538005123,2020-01-01T00:00:11,28.47726,-88.09721,0,28.7,300,DEEPWATER THALASSA,IMO9675169,V7BE2,90,3,220,,,,A
367078770,2020-01-01T00:00:06,36.83692,-76.27084,0,223.4,511,ELLIE J,IMO8992833,WDC7905,31,0,21,8,,52,A
366893270,2020-01-01T00:00:09,36.90677,-76.08851,0,173.4,511,PATUXENT,,WDB3971,90,0,16,5,,50,A
367422720,2020-01-01T00:00:00,30.15861,-90.99735,0,19.7,349,ARNE CHRISTIANSEN,,WDE9907,31,0,34,10,,31,A
367318570,2020-01-01T00:00:07,32.61836,-88.07763,7.6,141,138,R D QUEBODEAUX,,WDD9960,31,0,26,9,,31,A
367122220,2020-01-01T00:00:03,37.80515,-122.34234,0,291.5,154,REVOLUTION,IMO9369203,WDD2974,31,0,23,10,4.6,52,A
316003664,2020-01-01T00:00:08,49.17012,-122.92463,0,1.2,225,COMOX CROWN,IMO7406679,CZ4330,31,0,22,7,2.9,,A
367162940,2020-01-01T00:00:05,29.76425,-95.10887,0.1,254.1,511,SAN JACINTO,,WDD5743,31,0,16,7,,,A
366919230,2020-01-01T00:00:06,30.10341,-90.96017,0,290.2,263,LARRY TILLEY,,WY2160,31,12,34,10,,31,A
367789370,2020-01-01T00:00:07,29.87663,-90.07135,0,153.6,511,JODY ANN,,WDJ5593,31,0,15,6,,31,A
366951230,2020-01-01T00:00:11,30.45074,-91.19438,0.1,123.5,356,E BRONSON INGRAM,,WDB7996,31,15,56,16,,,A
366951110,2020-01-01T00:00:08,30.0878,-90.90657,0.1,220,511,MISS GINGER,,WCP9775,31,0,17,7,,0,A
367047180,2020-01-01T00:00:11,45.85354,-119.67795,0,266.8,85,SUNDIAL,,WDC5838,31,0,25,9,,,A
303583000,2020-01-01T00:00:02,45.88968,-86.12454,11.2,72.1,82,MICHIGAN,IMO8121795,WDF5344,31,0,35,10,5,,A
366984420,2020-01-01T00:00:06,38.23438,-85.84243,0,213.3,24,PAUL G BLAZER,,WDB9882,31,0,41,13,,,A
367740030,2020-01-01T00:00:03,33.60332,-117.8966,5.4,295.5,511,NEWPORT LEGACY,,WDI8578,60,0,,,,,A
366793760,2020-01-01T00:00:08,32.60983,-117.23427,3.2,126,511,ADVENTURE HORNBLOWER,,WDA3017,60,0,43,10,,60,A
367685470,2020-01-01T00:00:09,38.42673,-82.60048,3.9,182,511,CHRIS ARDEN,,WDI3151,31,0,16,,,,A
367644460,2020-01-01T00:00:08,27.12946,-97.4409,4.3,182.9,511,C C CENAC,,WDH7068,31,0,21,,,,A
367517730,2020-01-01T00:00:05,29.98672,-90.39936,0,233.3,319,RANDY J TROSCLAIR,,WDG2643,31,0,26,,,,A
367602790,2020-01-01T00:00:12,29.77747,-92.17701,0,69.8,511,HANNAH C,IMO9095096,WDH2947,90,0,45,10,,70,A
311000515,2020-01-01T00:00:07,24.36652,-81.7709,8,167.1,166,EMPRESS OF THE SEAS,IMO8716899,C6CM8,60,0,210,34,7.1,,A
367057570,2020-01-01T00:00:12,46.64743,-84.82131,12.5,329.1,329,PRESQUE ISLE,IMO7303877,WDH7560,70,0,305,34,8.7,70,A
367748030,2020-01-01T00:00:06,29.74758,-95.10339,0.2,65.9,130,LAURA B,IMO9794214,WDI9376,31,0,,,,,A
367472580,2020-01-01T00:00:06,29.919,-90.079,0.1,207.5,511,LIZZY B MORAN,IMO9415789,WDF6279,31,0,28,9,3.2,,A
367497070,2020-01-01T00:00:08,29.70875,-95.04723,0,48.8,195,ALYDAR,,WDF8648,31,0,18,7,,,A
306258000,2020-01-01T00:00:03,47.66628,-122.39355,0,45,176,VICTORIA CLIPPER,IMO8520757,PJAO,60,5,40,9,1.6,60,A
367408160,2020-01-01T00:00:09,29.73023,-95.03785,6.5,94.5,96,DON CARLTON,,WDE8670,31,0,26,9,,,A
366748250,2020-01-01T00:00:06,30.17579,-89.76601,0,95.6,511,HELEN,,WCY3321,31,0,19,6,,,A
367790980,2020-01-01T00:00:10,26.1088,-80.11677,0,312.1,511,SATISFACTION,,WDJ5756,37,,,,,,B
503628600,2020-01-01T00:00:00,47.29597,-122.42226,0,294.7,511,SUN WAH,,VJN3574,36,,,,,,B
367603000,2020-01-01T00:00:06,53.85853,-166.5534,0.1,325.6,511,CHELSEA K,IMO9031181,WDD5646,30,0,45,11,6.9,30,A
367114110,2020-01-01T00:00:12,21.31683,-157.87766,0,27,511,QUEEN DIAMOND,IMO8843422,WDD2346,30,,23,6,3,,B
367394940,2020-01-01T00:00:08,27.92233,-82.44639,0,288.8,233,ESCAMBIA,IMO9190951,WDE7575,31,0,27,15,1.6,31,A
367732640,2020-01-01T00:00:08,26.71689,-80.04866,0,107.4,511,SOMEWHERE IN TIME,,WDI7831,37,0,23,6,,37,A
366693850,2020-01-01T00:00:05,26.08245,-80.11536,0,215.8,511,BROWARD,IMO9123568,WCU2633,31,0,30,12,4.4,,A
367801000,2020-01-01T00:00:09,29.95749,-90.03221,0,0,511,CAPE KNOX,IMO7715290,KAOP,70,15,212,32,10.6,70,A
366904890,2020-01-01T00:00:03,46.77125,-85.76495,11.8,263.4,268,HON JAMES L OBERSTAR,IMO5322518,WL3108,70,0,245,22,8.5,,A
368660000,2020-01-01T00:00:08,37.00305,-76.28184,15.3,75.7,72,MAERSK IDAHO,IMO9193264,WKPM,70,0,292,32,13.5,70,A
366978910,2020-01-01T00:00:09,29.95362,-90.16156,2.3,222.1,511,RUBY E,,WDF2945,31,15,17,7,,,A
256213000,2020-01-01T00:00:02,36.47712,-137.16365,18.6,90.7,93,CMA CGM THAMES,IMO9674567,9HA3851,70,0,299,48,14.8,,A
367515090,2020-01-01T00:00:04,39.21165,-76.5814,0,176.7,511,GEORGETOWN,,WDG2383,31,0,23,7,,,A
366929780,2020-01-01T00:00:09,57.77856,-152.41422,0,296.4,511,ROSELLA,IMO7308267,WDB6740,30,7,21,6,,30,A
338879000,2020-01-01T00:00:15,24.16442,-82.46927,15.5,90.3,88,CONSTITUTION,IMO9710206,KCOJ,80,0,186,,,,A
367115250,2020-01-01T00:00:01,60.1186,-149.43843,0.1,298.4,511,TRIBUTE,,WDJ4229,30,,17,6,,,B
367072930,2020-01-01T00:00:09,29.94661,-91.85252,0,206.3,511,SEA OX,,WDC7536,31,15,18,6,,,A
377907000,2020-01-01T00:00:08,24.71293,-80.63169,13.5,233.7,240,TROPIC JADE,IMO7800265,J8NY,70,0,90,17,4.8,70,A
366997480,2020-01-01T00:00:00,46.75332,-92.09428,0,0,511,NORTH CAROLINA,,WAI9281,31,15,26,7,,,A
368952000,2020-01-01T00:00:10,30.07788,-94.09075,0,109,227,CAPE TEXAS,IMO7602247,WSDG,70,0,193,27,8.6,35,A
316033419,2020-01-01T00:00:00,48.68869,-123.40734,0,243.6,240,SEASPAN SWIFT,IMO9764221,CFCV,70,0,148,,,,A
366901880,2020-01-01T00:00:01,46.20448,-84.119,9,339.7,350,BURNS HARBOR,IMO7514713,WDB4745,70,0,330,34,8.9,70,A
367654290,2020-01-01T00:00:02,36.99869,-89.15962,0,360,511,CONNELL SMITH,,WDH8063,31,0,15,,,,A
636012164,2020-01-01T00:00:11,26.27527,-78.43265,0.5,96,82,CONFIDENCE,IMO9280366,A8DU7,80,0,228,32,13.7,80,A
367709050,2020-01-01T00:00:09,47.66728,-122.388,0,338.9,30,SEA STORM,IMO8103042,WDI5485,30,0,37,9,,30,A
367511340,2020-01-01T00:00:10,27.84586,-97.22578,0,230,230,SIGNET WEATHERLY,IMO9581124,WDG2023,31,0,30,11,4.4,31,A
636016606,2020-01-01T00:00:06,34.01347,-75.91724,17,39.3,40,GOODWOOD,IMO9701140,D5GY7,70,0,199,32,10,,A
367688150,2020-01-01T00:00:10,27.84036,-97.06226,0,360,511,MISS MICHELLE,,WDI3421,31,0,12,4,,,A
367702150,2020-01-01T00:00:00,30.78103,-91.55535,8.4,245.2,248,HAROLD B DODD,,WDI4802,31,12,51,14,,31,A
368010460,2020-01-01T00:00:07,38.83361,-82.15199,0,360,511,KEITH A BLOUNT,,WDJ7825,31,8,19,7,,,A
367637190,2020-01-01T00:00:00,29.14301,-90.20543,0.1,171,511,HAYDEN,IMO8988478,WDH6365,60,0,46,9,,60,A
367667630,2020-01-01T00:00:00,35.65089,-133.3884,7.6,79.4,511,PACIFIC DRAGON,IMO8956774,WDH9397,30,,24,7,,,B
367122690,2020-01-01T00:00:07,40.64778,-89.61053,0,177.3,511,EDMUND L,,WDD3011,31,15,15,6,,,A
367438000,2020-01-01T00:00:03,36.68397,-126.13954,22.4,249.1,249,MAUNAWILI,IMO9268538,WGEB,70,0,217,32,12.5,,A
367724460,2020-01-01T00:00:02,36.93833,-76.33624,5.7,170.7,185,JACK T MORAN,IMO9803467,WDI7011,31,0,28,,,,A
367012750,2020-01-01T00:00:01,32.76955,-87.82912,3.5,138.8,136,HELOISE,,WCX2940,31,12,37,10,,,A
367461560,2020-01-01T00:00:13,29.94387,-91.84222,0,0,511,MS MONICA,IMO8981365,WDF5295,90,0,40,8,2.3,,A
316031048,2020-01-01T00:00:00,49.29049,-123.06088,0,4.5,319,SST CAPILANO,IMO9744477,,,8,21,,,,A
367791540,2020-01-01T00:00:00,40.79909,-73.86668,26.3,68.4,68,OPPORTUNITY,,WDJ5813,60,0,,,,,A
367364760,2020-01-01T00:00:00,28.93456,-95.32173,0.6,142.4,181,LEXIE M,IMO9420681,WDE5306,31,0,30,12,3.7,52,A
240729000,2020-01-01T00:00:07,27.32778,-88.23748,13,145,146,MINERVA ANNA,IMO9298507,SVNP,80,0,183,32,13.3,89,A
367385760,2020-01-01T00:00:04,39.2699,-76.58469,0,360,511,THERESA S KRAUSE,,WDE6855,31,15,31,8,,,A
367332950,2020-01-01T00:00:07,29.49173,-94.58062,5.4,248,511,GOOD SHEPHERD,,WDE3016,31,0,22,8,,57,A
367082010,2020-01-01T00:00:00,47.65938,-122.38145,0,42.8,359,MISTY DAWN,IMO8813881,WDC8124,30,0,28,7,,0,A
367349450,2020-01-01T00:00:05,45.98882,-83.87915,0,250.9,87,DRUMMOND ISLANDER IV,,WDE4153,60,0,43,12,,60,A
367728240,2020-01-01T00:00:00,33.8165,-91.02117,0,254.9,350,HONDO,,WDI7389,31,0,28,10,,57,A
636016318,2020-01-01T00:00:06,34.3341,-125.20979,9.5,266.6,266,VSC CASTOR,IMO9676084,D5FN5,70,0,190,32,12.7,,A
366988770,2020-01-01T00:00:06,37.08253,-88.5721,4,132.4,511,L B EDGIN,,WDC2158,31,0,19,8,,,A
367736640,2020-01-01T00:00:08,29.93713,-92.67373,0,127.7,111,URSULA CENAC,,WDI8245,31,0,,,,,A
366980230,2020-01-01T00:00:06,47.57331,-122.34519,0,148.6,194,LELA JOY,IMO7316460,WBP2597,31,0,25,7,3.3,31,A
367604540,2020-01-01T00:00:10,21.31678,-157.87799,0,353.7,511,RISING PHOENIX II,IMO8963521,WDH3125,30,,25,7,,,B
367471080,2020-01-01T00:00:04,33.7191,-118.11084,0.1,252.9,511,ISABEL L,,WDF6141,60,0,27,5,,,A
565222000,2020-01-01T00:00:07,18.3464,-68.1906,15.8,215,217,HANNAH SCHULTE,IMO9301938,9VEZ2,70,0,210,30,11.5,70,A
366861460,2020-01-01T00:00:11,29.16571,-89.74832,3,102.1,511,SEA WORLD II,IMO8975756,WDI7417,30,7,28,7,,,A
366954120,2020-01-01T00:00:11,29.84537,-89.98764,0,67.5,511,BUNKER KING,,WAS2879,31,0,23,9,,,A
366985000,2020-01-01T00:00:10,30.67885,-88.03236,0,1.5,270,FISHER,IMO9116826,NHMX,70,5,289,32,10.9,,A
367607740,2020-01-01T00:00:08,25.82315,-80.12397,0,360,186,MYSTIQUE,,WDH3479,37,0,25,,,,A
367152840,2020-01-01T00:00:03,46.30217,-124.04268,0.2,43,511,JEAN C,,WDD5038,30,,14,6,,,B
477698700,2020-01-01T00:00:07,41.91826,-69.72378,9.6,331.2,329,MOL BRILLIANCE,IMO9685334,VRNL2,70,0,336,48,15.2,,A
367401960,2020-01-01T00:00:06,39.82308,-75.36002,0,55.1,167,CAJUN,IMO8334055,WDE8132,31,0,21,7,,,A
367658980,2020-01-01T00:00:06,42.37538,-71.04761,0,360,511,RENDEZVOUS,,WDH8534,60,15,28,7,,,A
367341890,2020-01-01T00:00:05,33.9351,-77.99261,0,360,511,NEUSE,IMO8643200,WCY3174,60,0,51,13,,,A
367168640,2020-01-01T00:00:10,24.50697,-81.1755,17.8,253,253,CHARLESTON EXPRESS,IMO9243162,WDD6126,70,0,243,32,11,,A
367189030,2020-01-01T00:00:12,30.33727,-89.07196,0.3,210.4,511,MISSOURI H,,WRS7131,,3,54,0,,,A
338025000,2020-01-01T00:00:06,41.6145,-71.40173,0,145.2,511,G L 54,,WDH5375,90,3,54,18,,,A
367430210,2020-01-01T00:00:08,35.34771,-94.77878,2.8,235,511,MISS ALEX,,WDF2641,31,15,34,10,,31,A
367406610,2020-01-01T00:00:19,26.82718,-80.05791,0,0,511,LLANO DEL MAR,,WDE8526,37,,21,6,,,B
305034000,2020-01-01T00:00:01,34.89717,-129.59178,13.9,92.5,91,BBC VELA,IMO9347853,V2CL3,70,0,119,20,7.8,,A
367740750,2020-01-01T00:00:05,40.64993,-74.09159,0,242.6,235,ERNEST CAMPBELL,IMO7045982,WDI8651,31,0,35,9,4.6,32,A
367692890,2020-01-01T00:00:05,34.26645,-90.83327,5.6,6.9,9,LESTER CRUSE,,WDI3882,31,15,29,,,,A
316003289,2020-01-01T00:00:02,49.14434,-123.03291,0,340,106,PRINCESS SUPERIOR,IMO7343669,CZ4348,70,0,117,20,5.4,,A
366989480,2020-01-01T00:00:07,30.45808,-91.19226,0,0,511,SONNY COOK,,WBD5978,31,0,18,7,,31,A
367311490,2020-01-01T00:00:07,29.68209,-94.19658,5.2,63,63,LADY OF PROMPT SUCCO,,WDD9441,31,12,21,8,,31,A
366995670,2020-01-01T00:00:07,28.96619,-95.34151,6.8,309,307,PACESETTER,,WDC2620,31,0,15,6,,57,A
477397200,2020-01-01T00:00:03,49.08941,-123.69844,3.5,319.4,319,SPRING GLORY,IMO9603491,VRJA2,70,0,229,38,14.9,,A
367434610,2020-01-01T00:00:08,40.55929,-79.7683,0.1,0.1,63,D A GRIMM,,WDF3023,31,0,35,8,,,A
235011460,2020-01-01T00:00:07,39.21907,-74.25449,4,93,95,OCEAN RESEARCHER,IMO8207941,GDLS,90,0,69,14,5.1,,A
367593050,2020-01-01T00:00:10,34.14862,-119.20175,0,130,88,SIMONE BRUSCO,IMO9748980,WDG9967,31,15,24,8,,,A
367378180,2020-01-01T00:00:22,29.95151,-92.87185,3.7,248.9,511,TOMMY ANDREW,IMO8992948,WDE6278,31,0,17,7,,52,A
366961670,2020-01-01T00:00:12,29.72943,-95.05387,0,360,511,CAPT LEROY,,WCZ5746,31,0,16,6,,,A
367390870,2020-01-01T00:00:02,37.03757,-88.44654,3.9,36.2,38,DANNY L WHITFORD,,WDE7246,31,12,36,10,,,A
367078410,2020-01-01T00:00:10,29.25051,-89.98024,0,249.9,511,MISS CROSBY,IMO8987826,WDC7879,31,0,19,8,,52,A
367599370,2020-01-01T00:00:07,46.73891,-92.08556,0.1,239,511,HELEN H,IMO8624670,WDH2609,31,15,25,8,,0,A
366993380,2020-01-01T00:00:12,29.77852,-95.10074,0,173,275,GRACE NICOLE,,WDC2451,31,0,25,9,,31,A
367098070,2020-01-01T00:00:00,32.84205,-79.89596,0.7,359.8,322,GULF COAST,,WDC9139,31,0,28,9,,52,A
367338430,2020-01-01T00:00:13,29.96039,-90.28956,0,207.6,511,TERREL WILLIAMS,,WDE3390,31,0,18,7,,31,A
367087240,2020-01-01T00:00:03,40.96346,-73.0855,12.5,147.4,150,PARK CITY,IMO8700709,WTX9790,60,15,87,14,,,A
367467180,2020-01-01T00:00:07,29.65218,-91.20104,0,190.6,511,LUGGER 21,,WDF5785,31,15,16,6,,,A
367089610,2020-01-01T00:00:05,55.35354,-131.69259,0,37.5,216,STIKINE,IMO9388431,WDC8583,60,0,60,16,3.4,60,A
367463740,2020-01-01T00:00:02,45.10994,-86.97075,7.7,207.2,209,SPARTAN,IMO7047461,WDF5483,31,0,36,9,4,,A
367459110,2020-01-01T00:00:05,37.0804,-88.57712,3.9,9.5,89,GERALD MAJORS,,WDF5077,31,0,47,14,,,A
366856460,2020-01-01T00:00:00,39.07417,-84.62135,5.4,107.7,105,CINCINNATI,IMO8976499,WDD4980,31,12,26,9,,,A
367164090,2020-01-01T00:00:03,41.49753,-81.7038,0,298.3,511,NAUTICA QUEEN,,WDD5812,60,0,31,9,,,A
367686990,2020-01-01T00:00:06,41.06632,-73.88619,4.1,66.4,511,PILGRIM,,WDI3310,31,15,16,,,,A
316001252,2020-01-01T00:00:09,48.68899,-123.40944,0,6.3,246,QUEEN OF CUMBERLAND,IMO9009360,VG2029,60,0,96,21,3.8,,A
366812260,2020-01-01T00:00:06,27.82467,-97.44012,0,158.2,90,DANA ROBYN,,WDG4873,31,0,17,6,,52,A
367645150,2020-01-01T00:00:12,40.66678,-74.07508,0,280.4,511,STEPHEN B,IMO8334081,WDH7135,31,0,22,7,,,A
367360960,2020-01-01T00:00:02,40.70005,-74.15256,0,192,102,EMILY ANN,IMO6515667,WDE5022,31,15,29,10,3.5,31,A
366866930,2020-01-01T00:00:06,47.58951,-122.35048,0,359.8,179,TUG RESPONSE,IMO9258806,WDA9597,52,0,40,14,6.1,52,A
367468610,2020-01-01T00:00:14,29.54455,-90.69999,0,235.7,511,MR WAYNE,,WDF5912,31,0,18,7,,31,A
367716740,2020-01-01T00:00:07,40.54476,-80.63873,0,360,511,JOE T,,WDI6250,31,0,20,,,,A
366988420,2020-01-01T00:00:08,41.29398,-72.90445,0,337.6,77,C ANGELO,IMO8964460,WCZ5866,31,15,30,9,3.6,0,A
367688770,2020-01-01T00:00:14,29.77085,-95.10139,0,224.4,178,CAPT ROBERT J BANTA,,WDI3481,31,0,23,,,,A
367610270,2020-01-01T00:00:00,38.21538,-85.86251,0.7,43.1,50,WARREN W HINES,,WDH3729,31,12,39,13,,,A
367166520,2020-01-01T00:00:00,47.95488,-122.29241,1.2,51.5,511,LISA M,,WCX3512,31,0,14,4,,,A
303388000,2020-01-01T00:00:00,54.8616,-163.40918,0.3,308,331,ICY BAY,IMO7101176,WDE7159,30,0,42,10,2.7,,A
367724780,2020-01-01T00:00:01,40.16687,-79.85449,4.9,31.6,30,BRENDA L MURRAY II,,WDI7040,31,1,,,,,A
367639990,2020-01-01T00:00:05,29.276,-89.94939,0,249.8,511,ELDA A,,WDH6629,31,11,20,,,,A
366695810,2020-01-01T00:00:07,47.56905,-122.34639,0.1,318.5,511,WESTRAC II,,WCU4545,31,0,22,8,,52,A
367162190,2020-01-01T00:00:07,46.19973,-123.76132,0,203.8,252,CHELLISSA,IMO8672885,WDD5693,30,7,26,9,,,A
367795910,2020-01-01T00:00:03,40.70356,-74.03109,2.7,10.3,511,NATHAN G,IMO8980749,WDJ6251,31,15,22,7,,0,A
367504950,2020-01-01T00:00:04,37.00946,-88.25305,0,285.6,108,THOMAS M GATTLE,,WDF9418,31,0,30,9,,,A
366997710,2020-01-01T00:00:11,29.75621,-95.09609,0.1,242.5,511,EMILY P SETTOON,,WDD4736,31,0,16,7,,90,A
367047170,2020-01-01T00:00:05,45.64024,-122.72687,7.5,298,299,MAVERICK,,WDC5837,31,0,22,8,,31,A
338282000,2020-01-01T00:00:05,57.77643,-152.41418,0,355.5,317,STIMSON,IMO9040558,WDG2051,90,0,46,11,4.2,11,A
366921080,2020-01-01T00:00:06,29.89752,-89.90317,0.1,183.8,511,MIRIAM W COOPER,,WDB6267,31,0,29,7,,52,A
366950460,2020-01-01T00:00:08,30.69413,-81.46092,0,317.1,95,LITTLE BULLY,,WDH8119,31,15,16,6,,52,A
367427260,2020-01-01T00:00:00,28.64526,-96.55337,0,6.6,269,HOWARD BLANK,,WDF2314,31,15,26,9,,,A
367581140,2020-01-01T00:00:07,29.77734,-95.10167,0,209.7,282,FURY,,WDG8794,31,0,22,,,,A
338211518,2020-01-01T00:00:19,38.90012,-76.36315,0,126.8,511,BELLA VITA,,,37,,13,4,,,B
367091050,2020-01-01T00:00:08,39.54274,-75.71816,9.8,76.3,511,MCALLISTER RESPONDER,IMO6801743,WDC8665,31,0,32,8,3.8,,A
367645470,2020-01-01T00:00:05,38.11892,-85.9041,8.5,172,172,JACOB M ECKSTEIN,,WDH7166,31,0,39,13,,32,A
367002380,2020-01-01T00:00:03,36.0378,-89.67926,0,116.2,511,MS AMY,,WDC3082,31,15,18,7,,31,A
367623010,2020-01-01T00:00:01,31.01407,-81.29002,7.5,177.6,188,WABI-SABI,,WDH4952,37,,14,,,,B
